id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game4-france-russia-41,565,True,france-Game4,Game4-france-russia-40,Game4-france-russia,russia-Game4,565,41,1902,6,1,1
Game4-austria-russia-30,1105,Thoughts?,austria-Game4,Game4-austria-russia-29,Game4-austria-russia,russia-Game4,1105,30,1904,5,-1,0
Game2-turkey-germany-275,3217,"I'm hoping to set up a convoy to naples, I think",turkey-Game2,Game2-turkey-germany-274,Game2-turkey-germany,germany-Game2,3217,275,1909,6,-6,1
Game7-austria-france-16,410,I’m not sure yet. Lots to think about.,austria-Game7,Game7-austria-france-15,Game7-austria-france,france-Game7,410,16,1902,4,-2,1
Game10-austria-russia-6,151,"Italian 1901 moves are a wildcard.  I think they want to take it cautious, which means I’d have a tiny bit of breathing room, but if you were Italy and wanted to dive into Austria, wouldn’t you tell them you wanted to move cautiously, too? ;p",austria-Game10,Game10-austria-russia-5,Game10-austria-russia,russia-Game10,151,6,1901,3,-1,0
Game1-austria-italy-60,650,"You don’t like it? I figured it was the same as Venice. If I wanted to attack you, I could have just moved to Trieste any time. 

My purpose in Tyrolia is to keep Munich black. I’m just going to support Munich holding. I don’t want Germany to get trampled.",italy-Game1,Game1-austria-italy-59,Game1-austria-italy,austria-Game1,650,60,1903,5,0,1
Game2-england-germany-400,2790,"Lol, yo said that",england-Game2,Game2-england-germany-399,Game2-england-germany,germany-Game2,2790,400,1905,6,-3,0
Game2-turkey-italy-47,554,Whyever would you do that.,italy-Game2,Game2-turkey-italy-46,Game2-turkey-italy,turkey-Game2,554,47,1901,4,-1,0
Game4-england-germany-41,241,Btw have you talked to Italy?,england-Game4,Game4-england-germany-40,Game4-england-germany,germany-Game4,241,41,1901,3,0,1
Game3-england-italy-3,15,As for me you know just trying to eradicate Catholicism from the world,england-Game3,Game3-england-italy-2,Game3-england-italy,italy-Game3,15,3,1901,3,0,1
Game1-england-france-92,392,"Yeah, I do to. I was thinking that my best play might be to ignore Burgundy and hope it holds and instead go for something annoying like Holland or Ruhr, which would leave him to either withdraw to defend or leave himself prone in the North. Of course, it could backfire if he's thinking the same thing and ends up in Gascony.",france-Game1,Game1-england-france-91,Game1-england-france,england-Game1,392,92,1902,5,1,1
Game2-austria-germany-6,147,Maine is beautiful! I used to go to scout camp there.,germany-Game2,Game2-austria-germany-5,Game2-austria-germany,austria-Game2,147,6,1901,3,0,1
Game12-turkey-france-79,752,"would you have time to be able to stab England if you had a build from Italy, and then we could get Russia to support you into Hol?  With two builds, you could perhaps quickly get to England and kill them fast enough to hold Russia back until I stabbed them in the east, and you worked to control the west?",turkey-Game12,Game12-turkey-france-78,Game12-turkey-france,france-Game12,752,79,1906,10,4,1
Game3-england-germany-242,1220,Frankly I was expecting to get Moscow since I gave you Sweden,england-Game3,Game3-england-germany-241,Game3-england-germany,germany-Game3,1220,242,1905,6,-1,0
Game3-austria-germany-9,267,"Yeah it would seem that way, but Turkey told me that Russia was not conspiring against him.",austria-Game3,Game3-austria-germany-8,Game3-austria-germany,germany-Game3,267,9,1901,3,0,0
Game1-austria-france-4,72,"Well I haven't heard *too* much from Italy yet, but once I find out more about his current intentions I will certainly let you know.",austria-Game1,Game1-austria-france-3,Game1-austria-france,france-Game1,72,4,1901,3,0,1
Game4-austria-russia-10,155,Of course. I heard back from Italy as well and we seem to be on the same wavelength,austria-Game4,Game4-austria-russia-9,Game4-austria-russia,russia-Game4,155,10,1901,3,-1,1
Game4-france-russia-271,1308,"I agree- betraying at this point would be short-sighted. In many ways, you are better positioned to stab me than I am to stab you since I have so many units tied up in Italy, Austria, and Turkey.",france-Game4,Game4-france-russia-270,Game4-france-russia,russia-Game4,1308,271,1906,12,3,1
Game3-italy-germany-114,1593,"Wow, what a low blow 😂",germany-Game3,Game3-italy-germany-113,Game3-italy-germany,italy-Game3,1593,114,1906,7,1,1
Game9-england-russia-69,1109,"Well yes, the big concern is whether or not you'll actually support me into Denmark; have your cake and eat it too sort of situation.",russia-Game9,Game9-england-russia-68,Game9-england-russia,england-Game9,1109,69,1902,6,1,1
Game10-germany-russia-7,281,"Hey sorry I didn’t see that, I wasn’t on all yesterday. I’d like to work with you in the north since I’m afraid England is good and will have France soon.",germany-Game10,Game10-germany-russia-6,Game10-germany-russia,russia-Game10,281,7,1901,5,0,1
Game11-germany-russia-15,417,"Well that's France, of course they would tell you that! :p But seriously, it was just me being a goofy lil' bitch and not hitting the buttons correctly when I needed to.",germany-Game11,Game11-germany-russia-14,Game11-germany-russia,russia-Game11,417,15,1902,5,0,1
Game1-italy-germany-230,1901,Okay. Should I support Pic to Bre?,italy-Game1,Game1-italy-germany-229,Game1-italy-germany,germany-Game1,1901,230,1907,10,3,1
Game8-germany-france-2,20,I haven’t spoken with England yet but I’m in favor of an equal split of Belgium and Holland between us. I’d like to open against Russia so if we can agree to dmz burgundy that will also free you up to focus on either England or Italy. What do you think?,germany-Game8,Game8-germany-france-1,Game8-germany-france,france-Game8,20,2,1901,3,0,0
Game11-germany-france-44,567,"Sent it along, in my own words.",germany-Game11,Game11-germany-france-43,Game11-germany-france,france-Game11,567,44,1902,5,-1,1
Game4-austria-france-89,1516,"If you retreat to Greece, I'll support you back into Serbia.",france-Game4,Game4-austria-france-88,Game4-austria-france,austria-Game4,1516,89,1907,15,13,1
Game1-turkey-austria-7,201,Ok,turkey-Game1,Game1-turkey-austria-6,Game1-turkey-austria,austria-Game1,201,7,1901,3,0,1
Game12-austria-france-0,450,"Hi Austria, good job fending off Italy's attack",france-Game12,,Game12-austria-france,austria-Game12,450,0,1903,5,0,1
Game2-austria-italy-294,1205,Trying to work France to my advantage but I feel good,italy-Game2,Game2-austria-italy-293,Game2-austria-italy,austria-Game2,1205,294,1902,4,-1,0
Game10-italy-france-4,121,Haven't really made plans with any of them yet. Going to see the opening moves,italy-Game10,Game10-italy-france-3,Game10-italy-france,france-Game10,121,4,1901,3,0,1
Game1-england-russia-49,1011,no worries,england-Game1,Game1-england-russia-48,Game1-england-russia,russia-Game1,1011,49,1904,5,-2,0
Game8-turkey-russia-24,220,Let me know what I should order and I’ll do it (in the balkans).,turkey-Game8,Game8-turkey-russia-23,Game8-turkey-russia,russia-Game8,220,24,1902,4,-2,0
Game4-turkey-france-16,387,"Actually, maybe not, since I think Russia is helping me against Germany by moving to Silesia",france-Game4,Game4-turkey-france-15,Game4-turkey-france,turkey-Game4,387,16,1902,6,1,1
Game2-austria-italy-444,2022,"Great.  Hopefully there will be fireworks.  If they go to war, we win",austria-Game2,Game2-austria-italy-443,Game2-austria-italy,italy-Game2,2022,444,1904,7,2,0
Game4-turkey-france-17,475,"Looks like I had bad information, which is too bad since I will be losing Munich",france-Game4,Game4-turkey-france-16,Game4-turkey-france,turkey-Game4,475,17,1902,6,1,1
Game2-england-austria-23,1819,You think?,austria-Game2,Game2-england-austria-22,Game2-england-austria,england-Game2,1819,23,1903,7,1,0
Game12-turkey-russia-189,569,My hope is that Kie or Rug will be preoccupied retaking Hol,russia-Game12,Game12-turkey-russia-188,Game12-turkey-russia,turkey-Game12,569,189,1904,8,-1,0
Game4-turkey-russia-113,1457,"No other options, really,",russia-Game4,Game4-turkey-russia-112,Game4-turkey-russia,turkey-Game4,1457,113,1907,7,0,1
Game1-england-france-102,442,Confirmed.,france-Game1,Game1-england-france-101,Game1-england-france,england-Game1,442,102,1902,5,1,0
Game10-england-france-14,437,"Thats a bit too much, can I keep Spain and i help you get some german centers?",france-Game10,Game10-england-france-13,Game10-england-france,england-Game10,437,14,1902,4,-1,0
Game11-germany-france-114,1111,great,france-Game11,Game11-germany-france-113,Game11-germany-france,germany-Game11,1111,114,1905,8,-1,0
Game3-england-italy-176,1690,"Me: ""Wait, didn't we JUST do this and that's why I'm saving you now?""",italy-Game3,Game3-england-italy-175,Game3-england-italy,england-Game3,1690,176,1907,8,1,0
Game2-austria-germany-100,669,The convoy was flashy but marooned an army.  We'll see,austria-Game2,Game2-austria-germany-99,Game2-austria-germany,germany-Game2,669,100,1901,5,0,0
Game9-england-france-47,581,Never said that...,england-Game9,Game9-england-france-46,Game9-england-france,france-Game9,581,47,1902,5,0,1
Game2-england-germany-357,2723,At least he’s openly at war with us now,germany-Game2,Game2-england-germany-356,Game2-england-germany,england-Game2,2723,357,1905,9,3,0
Game7-italy-russia-13,253,No I'm not sure what he's doing.,italy-Game7,Game7-italy-russia-12,Game7-italy-russia,russia-Game7,253,13,1901,3,-1,1
Game1-england-france-93,393,I'm trying to reason through how that plays out. Suppose germany supports Bur to Ruh with Bel. Then you can't penetrate right?,england-Game1,Game1-england-france-92,Game1-england-france,france-Game1,393,93,1902,4,-1,0
Game1-england-france-131,788,"Not sure where all of this is coming from honesty. I know you feel bad for Germany since it's her first game, but for all you know she could just be lying about that for an advantage. If that's why you aren't talking to me, then I'd ask that you consider playing the board and not who you think everyone is.",france-Game1,Game1-england-france-130,Game1-england-france,england-Game1,788,131,1903,6,1,0
Game12-turkey-russia-378,938,"It’ll still probably end up that way, frankly.   Just seeing England roll over like a sick jellyfish and France continue to hold me off while crumbling to you... I figured worst case scenario: you still kill the entire west, I rule the east.  You realize you’re *still* closer to Gibraltar than I am!  So yeah, I didn’t think you were *planning* to screw me, I just looked at the map and saw: what if England and France just *gave him* the win?  Can’t I just cover my ass so even if he grows by 4 next year, I’m still ok?  And seriously: watch how it goes: even with this move, there is nothing I or they can do to stop you from crushing that whole side of the board.  And in 3 full game years? They’ll *still* both be dead!",turkey-Game12,Game12-turkey-russia-377,Game12-turkey-russia,russia-Game12,938,378,1907,13,2,1
Game1-italy-france-67,1003,"I'm really glad that you are entertaining a plan like this. You call it strong diplomacy, but it only works because you are constantly looking for the best opportunities and going after them. I can get you a build. I thought about ways to do it subtly, but I wonder if it might just be better to go in for it. I can send a fleet from MAO to NAO unopposed. If you get a fleet into MAO, this will set up an unstoppable convoy directly into Clyde. The best way to do this would probably be to have you convoy Piedmont to Spain using the Gulf of Lyons, and use West Med to take MAO, thus allowing a future Spain to Clyde convoy.",france-Game1,Game1-italy-france-66,Game1-italy-france,italy-Game1,1003,67,1904,6,0,0
Game1-austria-italy-134,2077,"Hmmm. I’m cool with you taking Trieste. I’m not sure that taking Greece now is the right move. 

In the West, I will take Liverpool, but not Portugal. I need to use my Spanish fleet to support MAO so that I can convoy an army to Liverpool. And I’m just in no hurry to take out France. So if you take Greece, you would be taking an Italian unit off the board and not building one yourself.",italy-Game1,Game1-austria-italy-133,Game1-austria-italy,austria-Game1,2077,134,1907,10,4,1
Game1-austria-italy-90,964,I feel like I can’t stab you now. So I’d like to simply crush the board with you.,italy-Game1,Game1-austria-italy-89,Game1-austria-italy,austria-Game1,964,90,1904,6,0,1
Game4-italy-france-52,1070,"Not sure what your plan is, but I might be able to support you to Munich.",france-Game4,Game4-italy-france-51,Game4-italy-france,italy-Game4,1070,52,1904,6,2,1
Game4-england-germany-10,108,Hey what's the deal with France? They're talking about an alliance between us three to counter Russia and Italy?,england-Game4,Game4-england-germany-9,Game4-england-germany,germany-Game4,108,10,1901,3,0,1
Game9-france-russia-9,108,"Even in that nightmare scenario, you can defend all your centers with A Ukraine S Sev H (if Austria went to Rumania) or support Warsaw (if they went to Galicia with support)",france-Game9,Game9-france-russia-8,Game9-france-russia,russia-Game9,108,9,1901,3,-1,0
Game3-italy-russia-13,120,Just about. I'm not good at sleep schedules.,russia-Game3,Game3-italy-russia-12,Game3-italy-russia,italy-Game3,120,13,1901,4,1,0
Game12-turkey-france-12,114,Could be talking to A a lot or just afk for now,france-Game12,Game12-turkey-france-11,Game12-turkey-france,turkey-Game12,114,12,1901,3,0,0
Game12-turkey-russia-113,414,Yessir,russia-Game12,Game12-turkey-russia-112,Game12-turkey-russia,turkey-Game12,414,113,1903,5,0,0
Game10-austria-germany-4,109,"No proof, just that Italy asked for a DMZ in TRL, but England says they haven’t discussed going after France together, which makes me think Italy is trying to keep TRL open so they can walk in there themselves.  Not sure though.  Also heard Russia is probably moving south as usual (but to be used with me against Turkey, or against me with Turkey? Only time will tell!)",austria-Game10,Game10-austria-germany-3,Game10-austria-germany,germany-Game10,109,4,1901,3,0,0
Game1-austria-italy-2,71,"That sounds good to me. I think probably what would work best is if you and Germany go west while Turkey and I contain and/or eat Russia, then once I've picked up some Russian dots and gotten some good position, you split your fleets to help me take Turkey and help Germany take England.",austria-Game1,Game1-austria-italy-1,Game1-austria-italy,italy-Game1,71,2,1901,3,0,0
Game11-england-italy-2,49,feeling grand.  Not sure if we directly impact each other for a while but we both border people who do.  I still haven't decided what i'm going to do but knowing if you'll be opening against france or not will help me figure it out.,england-Game11,Game11-england-italy-1,Game11-england-italy,italy-Game11,49,2,1901,3,0,0
Game4-turkey-russia-112,1456,it,russia-Game4,Game4-turkey-russia-111,Game4-turkey-russia,turkey-Game4,1456,112,1907,7,0,1
Game4-germany-france-68,833,I can help you,france-Game4,Game4-germany-france-67,Game4-germany-france,germany-Game4,833,68,1903,5,0,1
Game2-austria-italy-80,268,"Just wanna have something to hold you to so in the understandable event that you do stab me, I can know quickly lol",italy-Game2,Game2-austria-italy-79,Game2-austria-italy,austria-Game2,268,80,1901,3,0,0
Game2-england-germany-148,1561,Clutch thanks!,germany-Game2,Game2-england-germany-147,Game2-england-germany,england-Game2,1561,148,1903,7,2,0
Game9-turkey-russia-46,841,Yep,turkey-Game9,Game9-turkey-russia-45,Game9-turkey-russia,russia-Game9,841,46,1902,4,-2,1
Game4-austria-france-11,330,"I have no chance of keeping Munich and England is in the channel, so it's honestly a less than ideal situation.",france-Game4,Game4-austria-france-10,Game4-austria-france,austria-Game4,330,11,1901,6,2,0
Game4-austria-france-78,1420,Congrats on keeping Budapest!,france-Game4,Game4-austria-france-77,Game4-austria-france,austria-Game4,1420,78,1906,15,13,0
Game2-italy-germany-296,2571,Well I thought we were strong AF but idk now based on what you and Austria are telling me,germany-Game2,Game2-italy-germany-295,Game2-italy-germany,italy-Game2,2571,296,1905,9,3,0
Game9-england-russia-10,399,Verify... how?,england-Game9,Game9-england-russia-9,Game9-england-russia,russia-Game9,399,10,1901,5,-1,0
Game4-england-russia-37,720,"Again, sorry for the stab. In hindsight, I can't really say it was a mistake. Even though I feel bad I REALLY needed the build as Austria and Turkey are running a relentless attack against me. I appreciate you're cooperation. I fear if we go to war, I will be pressured from all sides and will be eliminated. But, that would probably also end the alliance with you and France, and they are looking in a much better position then you right now. So I would really like to continue our alliance. I will move out of Nwy this turn, provided you don't take Sweden.",russia-Game4,Game4-england-russia-36,Game4-england-russia,england-Game4,720,37,1902,5,1,1
Game7-england-germany-5,53,"I don’t want to overcommit to attacking anyone this early, but I appreciate you offering support. So you don’t think you and France will be friendly?",england-Game7,Game7-england-germany-4,Game7-england-germany,germany-Game7,53,5,1901,3,0,1
Game8-turkey-germany-43,892,"Good game, brother.  Sorry it didn't end better for you.",turkey-Game8,Game8-turkey-germany-42,Game8-turkey-germany,germany-Game8,892,43,1910,11,10,0
Game1-italy-russia-72,1941,Eh — I think it’s a better position for you to get a bunch of centers and work as a team anyway. Beats a five-way draw.,italy-Game1,Game1-italy-russia-71,Game1-italy-russia,russia-Game1,1941,72,1907,10,5,1
Game9-england-germany-31,336,I hope you don’t mind if I go through with Denmark!,germany-Game9,Game9-england-germany-30,Game9-england-germany,england-Game9,336,31,1901,3,0,0
Game10-england-germany-97,600,Can you s A bre - has,england-Game10,Game10-england-germany-96,Game10-england-germany,germany-Game10,600,97,1904,6,-1,0
Game1-italy-germany-251,2107,"I think it makes sense here for you to land an army in the English island while you can. Now that his army is off the island, he’s toast as soon as you do that.",italy-Game1,Game1-italy-germany-250,Game1-italy-germany,germany-Game1,2107,251,1907,10,3,1
Game3-england-italy-90,834,"We're concerned about Russia and so we're playing nice with Turkey at the moment, but if we felt free to focus on cleaning up our yard I'm sure we could do that. I'd feel more comfortable turning my back though, if I could be assured France wasn't waiting to drive a dagger into it. Perhaps we should resolve the Western Question first?",italy-Game3,Game3-england-italy-89,Game3-england-italy,england-Game3,834,90,1903,5,-2,0
Game4-england-germany-8,22,Alright. We'll leave it for now. I was hoping to get you into brest as soon as possible and then me into Paris and then decide from there? Likely you in Iberia and me in Marseilles but I don't want to count our chickens before they're hatched,germany-Game4,Game4-england-germany-7,Game4-england-germany,england-Game4,22,8,1901,3,0,1
Game2-england-germany-287,2142,"A Bel - Ruh
A Bur H
F Den - NTH
A Par S Pic - Bre
A Sil S War
F Swe - Den
A War - Ukr",germany-Game2,Game2-england-germany-286,Game2-england-germany,england-Game2,2142,287,1904,7,1,0
Game8-turkey-russia-179,890,"Good game.  I enjoyed playing with you.  I assume that you are either Dr. [redacted], MD, or [redacted].",turkey-Game8,Game8-turkey-russia-178,Game8-turkey-russia,russia-Game8,890,179,1910,11,1,0
Game1-england-italy-259,1784,"DO NOT DISCUSS PLANS WITH GERMANY THIS TURN. Seems very clear that she’s coming for you based on the build and the French disband. I don’t think we help ourselves by speaking with her. Let’s just get you into Paris, secure North Sea, and get moving.",italy-Game1,Game1-england-italy-258,Game1-england-italy,england-Game1,1784,259,1907,10,5,1
Game9-germany-russia-168,1538,"I say go for your original anyways, I doubt the French will go for it and you'll be able to take it back anyways",russia-Game9,Game9-germany-russia-167,Game9-germany-russia,germany-Game9,1538,168,1905,11,4,0
Game1-england-italy-343,1957,"And yeah, that retreat makes sense. You think norway and the home island are too defensive?",england-Game1,Game1-england-italy-342,Game1-england-italy,italy-Game1,1957,343,1907,5,-5,0
Game4-austria-france-50,1080,"I'm happy to help the cause and I've told Italy my moves each turn, but I still feel like I don't know what the plan is here. (Is there even a plan?)",france-Game4,Game4-austria-france-49,Game4-austria-france,austria-Game4,1080,50,1904,6,1,1
Game12-turkey-russia-341,882,Exactly 😝,russia-Game12,Game12-turkey-russia-340,Game12-turkey-russia,turkey-Game12,882,341,1907,11,-1,0
Game9-austria-russia-18,854,It literally did work! It would have worked like a charm if you hadn't messed it up! The Turks trust me implicitly! I could have landed in Constantinople and they'd have been taken entirely by surprise because they thought I was allied to them! I told you literally all of this,russia-Game9,Game9-austria-russia-17,Game9-austria-russia,austria-Game9,854,18,1902,6,1,0
Game7-turkey-germany-12,652,I am Turkey... LoL,turkey-Game7,Game7-turkey-germany-11,Game7-turkey-germany,germany-Game7,652,12,1903,5,1,1
Game1-italy-germany-135,1521,"We’re friends, right? I believe that every single message I’ve sent you all game has been truth, and I’ve gone out of my way to give you candid advice. Are we still friends?",italy-Game1,Game1-italy-germany-134,Game1-italy-germany,germany-Game1,1521,135,1906,8,3,1
Game1-italy-france-39,737,"But that only works if he doesn’t see it coming. So my plan is to use Tyrolia to support hold Munich this turn (it’s the only way to keep that army in Tyr) and to move my fleets to TYS and TUN. Then I build A Ven, and I attack Trieste while Austria heads towards Russia and I circle my fleets back around Austria.",italy-Game1,Game1-italy-france-38,Game1-italy-france,france-Game1,737,39,1903,5,-1,1
Game7-italy-russia-30,719,Alright. I'm in a good spot. What's the plan. I' got units on Turkey and Austria. I want to grow.,italy-Game7,Game7-italy-russia-29,Game7-italy-russia,russia-Game7,719,30,1903,4,-3,1
Game10-turkey-russia-2,145,Sounds good lets call a dmz in the black sea,russia-Game10,Game10-turkey-russia-1,Game10-turkey-russia,turkey-Game10,145,2,1901,4,1,1
Game4-turkey-russia-25,326,"obviously I can totally trust you, right?",russia-Game4,Game4-turkey-russia-24,Game4-turkey-russia,turkey-Game4,326,25,1901,5,0,1
Game7-italy-france-2,8,That was a good lie,france-Game7,Game7-italy-france-1,Game7-italy-france,italy-Game7,8,2,1901,3,0,1
Game12-france-russia-88,989,Yup.,russia-Game12,Game12-france-russia-87,Game12-france-russia,france-Game12,989,88,1908,11,4,0
Game4-turkey-russia-40,774,"I think I will move Moscow into War, with Sil supporting, where I could go for Austria the following turn.",russia-Game4,Game4-turkey-russia-39,Game4-turkey-russia,turkey-Game4,774,40,1903,5,-1,1
Game5-turkey-italy-21,228,Thanks,turkey-Game5,Game5-turkey-italy-20,Game5-turkey-italy,italy-Game5,228,21,1902,4,1,0
Game7-austria-italy-32,275,Maybe not but any fleet could he bad. Up to you. It's your build.,italy-Game7,Game7-austria-italy-31,Game7-austria-italy,austria-Game7,275,32,1901,3,0,0
Game2-turkey-germany-270,3212,Can  you support me into Serb,germany-Game2,Game2-turkey-germany-269,Game2-turkey-germany,turkey-Game2,3212,270,1909,12,6,0
Game1-italy-germany-258,2118,"At any rate, I prefer the fleet move to liverpool and Gascony's support into Brest. And could Mao support Bre into the Channel? No sense forcing France to disband. Bel will support it, too.",germany-Game1,Game1-italy-germany-257,Game1-italy-germany,italy-Game1,2118,258,1907,7,-3,0
Game4-england-russia-106,1365,anything is possible,russia-Game4,Game4-england-russia-105,Game4-england-russia,england-Game4,1365,106,1906,9,6,1
Game2-turkey-austria-26,339,"Alright, will you be able to provide support to attack sevastopol?",turkey-Game2,Game2-turkey-austria-25,Game2-turkey-austria,austria-Game2,339,26,1901,3,0,1
Game1-italy-germany-238,1947,Nice! Get’em! He WAS moving on you. But we should be able to take about 3 off of him now. Very nice turn.,italy-Game1,Game1-italy-germany-237,Game1-italy-germany,germany-Game1,1947,238,1907,10,3,1
Game10-england-france-0,0,"Hello France, world you like to discuss working together?",england-Game10,,Game10-england-france,france-Game10,0,0,1901,3,0,1
Game1-italy-germany-282,2211,"I will avoid taking Portugal, vacate Tyrolia, and support you to Brest. I feel like I’m offering quite a lot in exchange for one cut support. 

And cutting that support does not put you in greater peril. If I had a deal with Russia for Munich (I don’t) I could cut Burgundy from Marseilles and support Russia to Munich. Moving Mun to Boh to cut support is costless.",italy-Game1,Game1-italy-germany-281,Game1-italy-germany,germany-Game1,2211,282,1907,10,3,1
Game6-england-france-56,459,"Hey, I think we can agree that we need to take whatever measures possilble to stop Turkey from getting one more supply center. We just need to last one more year, and I think with some communication it might be possible. Do whatever it takes to stop turkey",france-Game6,Game6-england-france-55,Game6-england-france,england-Game6,459,56,1909,7,1,1
Game11-turkey-germany-28,800,"And what does ""down the middle"" mean?  Are we talking East West or North South?",turkey-Game11,Game11-turkey-germany-27,Game11-turkey-germany,germany-Game11,800,28,1903,5,0,0
Game9-turkey-france-15,85,I guess it's too much to hope for that they just sit on their hands for a few years lol,turkey-Game9,Game9-turkey-france-14,Game9-turkey-france,france-Game9,85,15,1901,3,0,1
Game2-austria-germany-157,894,Mhm,austria-Game2,Game2-austria-germany-156,Game2-austria-germany,germany-Game2,894,157,1902,5,0,0
Game4-france-russia-91,706,"As much as I love to see you in Bohemia, I worry you won't be able todefend your Homeland effectively",france-Game4,Game4-france-russia-90,Game4-france-russia,russia-Game4,706,91,1902,5,0,0
Game2-turkey-italy-67,575,"Dude, it feels like you’re making a lot of demands but not offering me much.",italy-Game2,Game2-turkey-italy-66,Game2-turkey-italy,turkey-Game2,575,67,1901,4,-1,0
Game12-england-russia-19,457,Then you can support me in the mainland,russia-Game12,Game12-england-russia-18,Game12-england-russia,england-Game12,457,19,1903,5,0,0
Game12-england-france-11,151,I'll probably reach out to russia and see if we can stop them from getting too crazy in the north.,england-Game12,Game12-england-france-10,Game12-england-france,france-Game12,151,11,1901,3,0,0
Game10-england-austria-31,245,"Thanks. If I were them, I definitely would move to Bur. I would also move to Tyr, but I’m weird.",england-Game10,Game10-england-austria-30,Game10-england-austria,austria-Game10,245,31,1901,3,0,0
Game9-england-russia-8,389,"I would like to focus all my attention on Germany, which could leave me a bit exposed. You don’t seem to be meeting all to much resistance over there, and I really don’t want to be attacked from you. I am not interested in attacking you as I have my hands full with Germany, and making sure France doesn’t turn",england-Game9,Game9-england-russia-7,Game9-england-russia,russia-Game9,389,8,1901,5,-1,1
Game2-turkey-italy-92,697,Rgr!!!,italy-Game2,Game2-turkey-italy-91,Game2-turkey-italy,turkey-Game2,697,92,1901,4,-1,0
Game4-france-russia-295,1369,I'm open to the possibility of giving back either and/or not taking Munich. I think it makes sense for me to keep them unless we can figure out a deal with Edinburgh,france-Game4,Game4-france-russia-294,Game4-france-russia,russia-Game4,1369,295,1906,12,3,1
Game11-turkey-austria-182,932,And you can focus on grabbing STP or getting position on Warsaw or Munich.,turkey-Game11,Game11-turkey-austria-181,Game11-turkey-austria,austria-Game11,932,182,1904,6,0,0
Game7-england-france-38,417,I see us supporting each other more in the fall,england-Game7,Game7-england-france-37,Game7-england-france,france-Game7,417,38,1902,4,-2,0
Game2-austria-italy-67,119,"Same here for the schedule.  It was a slow day at work, so I was texting. Normally I can't.  I'm busy 7:30a-7p on weekdays, so this works out",austria-Game2,Game2-austria-italy-66,Game2-austria-italy,italy-Game2,119,67,1901,3,0,0
Game3-england-italy-68,333,You're not insinuating i'm trying to buy you are you?,england-Game3,Game3-england-italy-67,Game3-england-italy,italy-Game3,333,68,1901,3,0,0
Game9-turkey-italy-16,90,"Nothing of note really, nah",turkey-Game9,Game9-turkey-italy-15,Game9-turkey-italy,italy-Game9,90,16,1901,3,0,1
Game1-italy-germany-186,1697,I guess I’m not sure what your goals are here.,italy-Game1,Game1-italy-germany-185,Game1-italy-germany,germany-Game1,1697,186,1906,8,3,0
Game3-england-russia-104,911,Thank you sir,england-Game3,Game3-england-russia-103,Game3-england-russia,russia-Game3,911,104,1903,7,2,0
Game11-austria-france-24,1120,"Ok, I didn't think Germany would betray me but they did. No matter what situation your in, we have to all start working together to stop Germany or they will win.",france-Game11,Game11-austria-france-23,Game11-austria-france,austria-Game11,1120,24,1905,8,2,1
Game1-italy-germany-56,954,"Thanks, I'll work on these. 
...Why didn't you scooch into the Aegean behind Austria? You could have defended or even held Bulgaria this turn?",germany-Game1,Game1-italy-germany-55,Game1-italy-germany,italy-Game1,954,56,1904,4,-2,0
Game3-italy-germany-3,125,"Yes, that sounds good to me",germany-Game3,Game3-italy-germany-2,Game3-italy-germany,italy-Game3,125,3,1901,3,0,1
Game9-turkey-russia-53,915,"Of course, if Austria got squirrely and took Bulgaria it'd be a disaster for both of us.",russia-Game9,Game9-turkey-russia-52,Game9-turkey-russia,turkey-Game9,915,53,1902,6,2,0
Game5-england-russia-29,276,"But if you can get support from someone else, yea go for it",england-Game5,Game5-england-russia-28,Game5-england-russia,russia-Game5,276,29,1903,7,0,1
Game4-turkey-germany-8,157,Hm understood. I think either way it might be in your best interests to jump on Russia. I can't right away but I can come help you later in the game,germany-Game4,Game4-turkey-germany-7,Game4-turkey-germany,turkey-Game4,157,8,1901,3,0,1
Game3-england-germany-389,1770,Thank you much my dear!!,england-Game3,Game3-england-germany-388,Game3-england-germany,germany-Game3,1770,389,1907,7,0,0
Game5-england-austria-1,14,"Agreed, but I would also be happy to",england-Game5,Game5-england-austria-0,Game5-england-austria,austria-Game5,14,1,1901,3,0,0
Game11-turkey-austria-139,737,"If we were to follow this sort of path where do you see your expansion going? You can get Sev, Tun, and Nap, then what",austria-Game11,Game11-turkey-austria-138,Game11-turkey-austria,turkey-Game11,737,139,1903,5,0,0
Game6-england-france-52,433,"Hey England,
Everybody vastly overreacted, worrying that I was going to go for the solo, since I had 11 centers. Even though I clearly wasn't going to, literally EVERYONE teamed up against me, reducing me to 9. And frankly, I wouldn't be surprised if the attack continued.  Meanwhile, turkey has gotten 12 centers, and is in a great position—Russia is exposed, and they are likely going to break through my defenses as well. It's more than likely that turkey is going for the solo. Just saying—if turkey wins, it's because all of u guys were selfish and ignored the bigger threat at hand. On that note, I hope turkey doesn't win, and that we can come together to stop them(much like you did to me). BTW I am sending this message to everybody. I hope we can put aside our past and stop bickering over here in the west.",france-Game6,Game6-england-france-51,Game6-england-france,england-Game6,433,52,1907,9,3,1
